2026-07-11 11:17:20 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Cleaning up plugin: ProcessLogBridgePlugin Plugin
2026-07-11 12:56:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "["Multiple front man agents found: ['comms_agent', 'orchestrator', 'prediction_agent', 'recovery_agent']. Expected exactly one."]", "user_id": "None", "Timestamp": "2026-07-11T12:56:51.450752", "source": "Http Server", "message_type": "Warning", "request_id": "request-4"}
2026-07-11 12:56:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan: Multiple front man agents found: ['comms_agent', 'orchestrator', 'prediction_agent', 'recovery_agent']. Expected exactly one.
2026-07-11 12:56:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "manifest registry airline_disruption.hocon has validation errors. Skipping. Errors: [ ]", "user_id": "None", "Timestamp": "2026-07-11T12:56:51.462619", "source": "Http Server", "message_type": "Error", "request_id": "request-4"}
2026-07-11 12:56:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Removed agent airline_disruption from allowed http service list
2026-07-11 12:56:51 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: REMOVED network for agent airline_disruption : 2258932153856
2026-07-11 12:59:32 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:59:32 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:59:32 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:59:33 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:59:33 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:59:33 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:59:34 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:59:34 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:59:34 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:59:36 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Observed events: modified 3, added 0, deleted 0
2026-07-11 12:59:36 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Updating manifest file: ['C:\airline-disruption-neuro-san-integrated\registries\manifest.hocon']
2026-07-11 12:59:36 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Validating airline_disruption agent network...
2026-07-11 12:59:36 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "["Multiple front man agents found: ['comms_agent', 'orchestrator', 'prediction_agent', 'recovery_agent']. Expected exactly one."]", "user_id": "None", "Timestamp": "2026-07-11T12:59:36.453569", "source": "Http Server", "message_type": "Warning", "request_id": "request-4"}
2026-07-11 12:59:36 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan: Multiple front man agents found: ['comms_agent', 'orchestrator', 'prediction_agent', 'recovery_agent']. Expected exactly one.
2026-07-11 12:59:36 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "manifest registry airline_disruption.hocon has validation errors. Skipping. Errors: [ ]", "user_id": "None", "Timestamp": "2026-07-11T12:59:36.459965", "source": "Http Server", "message_type": "Error", "request_id": "request-4"}
2026-07-11 12:59:55 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - --- Logging error ---
2026-07-11 12:59:55 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\logging\__init__.py", line 1154, in emit
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     stream.write(msg + self.terminator)
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\encodings\cp1252.py", line 19, in encode
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     return codecs.charmap_encode(input,self.errors,encoding_table)[0]
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -            ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - UnicodeEncodeError: 'charmap' codec can't encode character '\U0001f514' in position 13: character maps to <undefined>
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Call stack:
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1015, in _bootstrap
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._bootstrap_inner()
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\threading.py", line 1044, in _bootstrap_inner
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.run()
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 213, in run
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.dispatch_events(self.event_queue)
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\observers\api.py", line 391, in dispatch_events
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     handler.dispatch(event)
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\watchdog\events.py", line 217, in dispatch
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - getattr(self, f"on_{event.event_type}")(event)
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 51, in on_modified
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.handle_event(RegistryChangeHandler.MODIFIED, event.src_path)
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\watcher\registries\registry_change_handler.py", line 73, in handle_event
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.logger.info("\U0001f514 File %s: %s", event_name, src_path)
2026-07-11 12:59:55 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Message: '\U0001f514 File %s: %s'
2026-07-11 12:59:56 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Arguments: ('modified', 'C:\\airline-disruption-neuro-san-integrated\\registries\\airline_disruption.hocon')
2026-07-11 12:59:56 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Observed events: modified 1, added 0, deleted 0
2026-07-11 12:59:56 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Updating manifest file: ['C:\airline-disruption-neuro-san-integrated\registries\manifest.hocon']
2026-07-11 12:59:56 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:Http Server: Validating airline_disruption agent network...
2026-07-11 12:59:56 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "["Multiple front man agents found: ['comms_agent', 'orchestrator', 'prediction_agent', 'recovery_agent']. Expected exactly one."]", "user_id": "None", "Timestamp": "2026-07-11T12:59:56.517393", "source": "Http Server", "message_type": "Warning", "request_id": "request-4"}
2026-07-11 12:59:56 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan: Multiple front man agents found: ['comms_agent', 'orchestrator', 'prediction_agent', 'recovery_agent']. Expected exactly one.
2026-07-11 12:59:56 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - {"message": "manifest registry airline_disruption.hocon has validation errors. Skipping. Errors: [ ]", "user_id": "None", "Timestamp": "2026-07-11T12:59:56.528768", "source": "Http Server", "message_type": "Error", "request_id": "request-4"}
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: Cleaning up plugin: ProcessLogBridgePlugin Plugin
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: [ProcessLogBridgePlugin] Cleaning up
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan:HttpServer: [ProcessLogBridgePlugin] Cleanup complete
2026-07-11 13:00:41 India Standard Time | ERROR    | NeuroSan:_log:716 - NeuroSan - Traceback (most recent call last):
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "<frozen runpy>", line 203, in _run_module_as_main
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "<frozen runpy>", line 88, in _run_code
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san_studio\runner\neuro_san_server_wrapper.py", line 89, in <module>
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     wrapper.run()
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~^^
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san_studio\runner\neuro_san_server_wrapper.py", line 80, in run
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ServerMainLoop().main_loop()
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~~~~~~~~~~~~~^^
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\main_loop\server_main_loop.py", line 298, in main_loop
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.http_server.start(components_to_start)
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\neuro_san\service\http\server\http_server.py", line 194, in start
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     tornado.ioloop.IOLoop.current().start()
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\airline-disruption-neuro-san-integrated\.venv\Lib\site-packages\tornado\platform\asyncio.py", line 211, in start
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self.asyncio_loop.run_forever()
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\asyncio\base_events.py", line 683, in run_forever
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     self._run_once()
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     ~~~~~~~~~~~~~~^^
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\asyncio\base_events.py", line 2022, in _run_once
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     event_list = self._selector.select(timeout)
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\selectors.py", line 314, in select
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     r, w, _ = self._select(self._readers, self._writers, [], timeout)
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -               ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -   File "C:\Users\DELL\AppData\Local\Python\pythoncore-3.13-64\Lib\selectors.py", line 305, in _select
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -     r, w, x = select.select(r, w, w, timeout)
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan -               ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^
2026-07-11 13:00:41 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - KeyboardInterrupt
2026-07-11 13:00:42 India Standard Time | INFO     | NeuroSanRunner:signal_handler:318 - Running cleanup for plugin: ProcessLogBridgePlugin Plugin
2026-07-11 13:00:42 India Standard Time | INFO     | ProcessLogBridgePlugin:cleanup:87 - [ProcessLogBridgePlugin] Cleaning up
2026-07-11 13:00:42 India Standard Time | INFO     | ProcessLogBridgePlugin:cleanup:89 - [ProcessLogBridgePlugin] Cleanup complete
2026-07-11 13:00:57 India Standard Time | INFO     | ProcessLogBridge:_ensure_root_configured:202 - Runner logging initialized (rich console enabled)
2026-07-11 13:01:01 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Loading plugin: ProcessLogBridgePlugin from module: neuro_san_studio.plugins.log_bridge.process_log_bridge_plugin
2026-07-11 13:01:01 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Loaded plugin: ProcessLogBridgePlugin Plugin
2026-07-11 13:01:01 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Initializing plugin: ProcessLogBridgePlugin Plugin
2026-07-11 13:01:01 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - [ProcessLogBridgePlugin] Initializing (PID=29872)
2026-07-11 13:01:01 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - [ProcessLogBridgePlugin] Initialized (PID=29872)
2026-07-11 13:01:01 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - Validating airline_disruption agent network...
2026-07-11 13:01:01 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan: ["Multiple front man agents found: ['comms_agent', 'orchestrator', 'prediction_agent', 'recovery_agent']. Expected exactly one."]
2026-07-11 13:01:01 India Standard Time | INFO     | NeuroSan:_log:720 - NeuroSan - manifest registry airline_disruption.hocon has validation errors. Skipping. Errors: [
